nega_1,nega_2,nega_3,nega_4,nega_5,nega_6,nega_7,nega_8,aff_1,aff_2,aff_3,aff_4,aff_5,aff_6,aff_7,aff_8,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,ioni1_1,ioni1_2,ioni1_3,ioni1_4,ioni1_5,ioni1_6,ioni1_7,ioni1_8,ioni2_1,ioni2_2,ioni2_3,ioni2_4,ioni2_5,ioni2_6,ioni2_7,ioni2_8,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,redox_1,redox_2,redox_3,redox_4,redox_5,redox_6,redox_7,redox_8,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,HF_1,HF_2,HF_3,HF_4,HF_5,HF_6,HF_7,HF_8,resis_1,resis_2,resis_3,resis_4,resis_5,resis_6,resis_7,resis_8,iradius_1,iradius_2,iradius_3,iradius_4,iradius_5,iradius_6,iradius_7,iradius_8,oxir_1,oxir_2,oxir_3,oxir_4,oxir_5,oxir_6,oxir_7,oxir_8,hyden_1,hyden_2,hyden_3,hyden_4,hyden_5,hyden_6,hyden_7,hyden_8,ioni3_1,ioni3_2,ioni3_3,ioni3_4,ioni3_5,ioni3_6,ioni3_7,ioni3_8,ioni4_1,ioni4_2,ioni4_3,ioni4_4,ioni4_5,ioni4_6,ioni4_7,ioni4_8,ioni5_1,ioni5_2,ioni5_3,ioni5_4,ioni5_5,ioni5_6,ioni5_7,ioni5_8,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_8,NC_1,NC_2,NC_3,NC_4,NC_5,NC_6,NC_7,NC_8,NM_1,NM_2,NM_3,NM_4,NM_5,NM_6,NM_7,NM_8,SH_1,SH_2,SH_3,SH_4,SH_5,SH_6,SH_7,SH_8,LCx_1,LCx_2,LCx_3,LCx_4,LCx_5,LCx_6,LCx_7,LCx_8,LCz_1,LCz_2,LCz_3,LCz_4,LCz_5,LCz_6,LCz_7,LCz_8
0.156831557,0.367963859,0.364330353,0.397260254,0.388614238,0.15600472,0.149852073,0.139991471,-0.216811252,0.094078432,0.105317835,0.105011913,0.107861202,-0.221144327,-0.212465567,-0.188854797,-0.064781028,0.196602055,0.198816178,0.21343088,0.210539269,-0.065067831,-0.062506555,-0.05728852,0.042271542,0.128785586,0.127752504,0.139106706,0.136179868,0.042096009,0.040436162,0.037692141,-4.65E-05,0.072168495,7.22E-02,7.81E-02,0.076717564,-4.65E-05,-4.47E-05,-4.13E-05,0.108722374,-0.070163712,-0.067206864,-0.075109351,-0.072519304,0.103325396,0.099212554,0.101167008,-0.003967644,0.041065796,0.041187309,0.044484482,0.043738708,-0.003972792,-0.003816314,-0.003519353,0.125231822,0.096005836,0.094129278,0.103386849,0.100744906,0.123668767,0.118784337,0.112555709,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.1203261,0.126162387,0.1240427,0.135959858,0.132632055,0.119103213,0.114401307,0.107908371,0.695321789,-0.112375292,-0.108567001,-0.120558736,-0.116796124,0.674109807,0.647386172,0.635642513,-0.209919805,0.200196298,0.209302023,0.219271386,0.219175736,-0.212550233,-0.204196786,-0.184188203,-0.119740256,-0.026680794,-0.017790631,-0.026364034,-0.022149976,-0.124496763,-0.11962898,-0.102282414,0.670360414,-0.054107951,-0.052354527,-0.05807093,-0.056292624,0.65159969,0.625782008,0.611380715,-4.99E-05,0.000243253,0.000244864,0.000263756,0.000259709,-5.00E-05,-4.80E-05,-4.42E-05,0.328402328,0.200336685,0.196051736,0.215634303,0.209967841,0.32374312,0.310952116,0.295639501,0.156821635,0.093981102,0.091958214,0.101153848,0.098490319,0.154576203,0.148468776,0.141193962,0.254015701,0.189413072,0.185666738,0.203962863,0.198732185,0.250792393,0.240886662,0.228349071,0.118748738,0.026276084,0.025564608,0.028240221,0.02743486,0.116325819,0.111723979,0.107532161,0.268781372,0.21379967,0.20968754,0.230255696,0.224400036,0.265501096,0.255015435,0.241511422,0.136010144,0.062223466,0.060765581,0.066938885,0.065126102,0.133801459,0.128512792,0.122679455,0.479895159,0.308273641,0.301803667,0.331848252,0.323180225,0.473270206,0.454572878,0.43186202
0.404473236,0.145795666,0.144519029,0.419004477,0.408090875,0.40211993,0.145795666,0.14082187,0.17611918,-0.181606805,-0.188297074,0.202650656,0.195317738,0.183398586,-0.181606805,-0.195171988,0.24093804,-0.057933683,-0.058376507,0.256493762,0.24911136,0.242372057,-0.057933683,-0.058224646,0.142989496,0.03912458,0.038853558,0.148522797,0.144614006,0.142320401,0.03912458,0.037960639,8.36E-02,-4.24E-05,-4.24E-05,0.087783948,8.54E-02,0.083596057,-4.24E-05,-4.18E-05,-0.063597885,0.118643403,0.110310468,-0.06212361,-0.060887774,-0.061682828,0.118643403,0.09718926,0.048289308,-0.003593497,-0.003601446,0.050899223,0.049484491,0.048368008,-0.003593497,-0.003564967,0.099983519,0.119708221,0.117294864,0.102033836,0.099532991,0.098768132,0.119708221,0.112366577,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.133458772,0.114002785,0.112114649,0.136802482,0.133386807,0.132085918,0.114002785,0.107989953,-0.107400842,0.710308897,0.677557594,-0.106778613,-0.104453055,-0.104934333,0.710308897,0.62276141,0.286278369,-0.181534876,-0.185596258,0.314964613,0.304889642,0.292175859,-0.181534876,-0.188827392,0.02221657,-0.091688276,-0.099032324,0.037338333,0.034909221,0.027974447,-0.091688276,-0.108002241,-0.052192239,0.678654181,0.64968762,-0.052043098,-0.050893402,-0.051056602,0.678654181,0.600557092,0.000291361,-4.49E-05,-4.51E-05,0.00030849,0.000299778,0.000292404,-4.49E-05,-4.48E-05,0.206431541,0.31595857,0.308764753,0.210017872,0.204937116,0.203656315,0.31595857,0.294614615,0.096764111,0.150954148,0.147487201,0.098422608,0.096043905,0.095453951,0.150954148,0.140685173,0.196997813,0.243004398,0.238027609,0.200960431,0.19604286,0.194571432,0.243004398,0.227915543,0.026182435,0.116938072,0.113197085,0.026372566,0.025761972,0.025721634,0.116938072,0.106464768,0.223057251,0.256654984,0.251590237,0.227748563,0.222154358,0.220393955,0.256654984,0.241175784,0.063357646,0.131872941,0.12846273,0.064233404,0.062702761,0.06241342,0.131872941,0.121991589,0.318390838,0.461042414,0.450813486,0.324141177,0.316276878,0.31420044,0.461042414,0.430537622
0.150143591,0.375311887,0.364970371,0.151937441,0.148346115,0.147790285,0.375311887,0.345671648,-0.165933133,0.127073508,0.108191728,-0.156532393,-0.154017457,-0.158653727,0.127073508,0.080334001,-0.057241543,0.211154301,0.200083688,-0.056619315,-0.055416979,-0.055807526,0.211154301,0.181944059,0.040109081,0.131967567,0.128029657,0.040489903,0.039543091,0.039439987,0.131967567,0.120825655,-4.27E-05,0.075435448,0.072454406,-4.27E-05,-4.17E-05,-4.18E-05,7.54E-02,6.73E-02,0.140758819,-0.065775438,-0.066824642,0.152467729,0.147820034,0.142673875,-0.065775438,-0.067409819,-0.003600275,0.04323353,0.04137612,-0.003589105,-0.003509911,-0.003521575,0.04323353,0.038229491,0.126755068,0.095548612,0.094089453,0.130146163,0.126874552,0.12553968,0.095548612,0.090803437,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.119669041,0.126447135,0.124067502,0.12232213,0.119303468,0.118296187,0.126447135,0.119096891,0.799065092,-0.107718574,-0.108161398,0.845085139,0.821313097,0.801531602,-0.107718574,-0.107351453,-0.172556176,0.232533925,0.212118651,-0.16684938,-0.163714279,-0.166658686,0.232533925,0.18074083,-0.07367326,-0.005153843,-0.01591562,-0.063353872,-0.063022268,-0.067915383,-0.005153843,-0.03076779,0.757532955,-0.052070965,-0.052177105,0.798234923,0.776072232,0.758668592,-0.052070965,-0.051635955,-4.47E-05,0.000258371,0.00024618,-4.44E-05,-4.34E-05,-4.37E-05,0.000258371,0.000225864,0.336656675,0.198438724,0.195886423,0.346764968,0.337934967,0.333881449,0.198438724,0.189724798,0.160919371,0.093058134,0.091877823,0.165790905,0.161565141,0.159609211,0.093058134,0.089011328,0.257507301,0.18839846,0.185578365,0.264500368,0.257840699,0.255080919,0.18839846,0.179178185,0.127345428,0.025644947,0.025509635,0.132602026,0.1290789,0.126884628,0.025644947,0.024983048,0.271484564,0.212952433,0.209613745,0.278601223,0.271612772,0.268821268,0.212952433,0.202170011,0.14155016,0.061309203,0.060685948,0.146341972,0.142560128,0.140605934,0.061309203,0.059011439,0.490561751,0.305669188,0.301576817,0.504934791,0.492113606,0.486371354,0.305669188,0.291862583
0.153011626,0.149852073,0.357622343,0.158117197,0.3710257,0.15065832,0.367963859,0.345671648,-0.18775146,-0.212465567,0.075196652,-0.203544354,0.028882852,-0.180472054,0.094078432,0.080334001,-0.060474739,-0.062506555,0.185531441,-0.063585884,0.175706423,-0.059040722,0.196602055,0.181944059,0.04103642,0.040436162,0.124847676,0.042488041,0.12856335,0.040367326,0.128785586,0.120825655,-4.43E-05,-4.47E-05,0.069187453,-4.63E-05,0.068897653,-4.35E-05,0.072168495,6.73E-02,0.127020464,0.099212554,-0.071212916,0.12286569,-0.083023254,0.128935521,-0.070163712,-0.067409819,-0.003757816,-0.003816314,0.039208385,-0.003928558,0.038549931,-0.003679116,0.041065796,0.038229491,0.126101846,0.118784337,0.094546677,0.128738667,0.101839335,0.124886459,0.096005836,0.090803437,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.119950811,0.114401307,0.123782753,0.12292926,0.13195047,0.118577957,0.126162387,0.119096891,0.754576314,0.647386172,-0.112818117,0.749225146,-0.127942635,0.757042824,-0.112375292,-0.107351453,-0.188579014,-0.204196786,0.179781024,-0.201373799,0.141771082,-0.182681525,0.200196298,0.18074083,-0.093428408,-0.11962898,-0.03744257,-0.1059203,-0.073677757,-0.087670531,-0.026680794,-0.03076779,0.720150303,0.625782008,-0.054214091,0.717686504,-0.061168436,0.72128594,-0.054107951,-0.051635955,-4.69E-05,-4.80E-05,0.000231063,-4.92E-05,0.000223524,-4.59E-05,0.000243253,0.000225864,0.33311692,0.310952116,0.197784384,0.339137858,0.214510878,0.330341695,0.200336685,0.189724798,0.159162118,0.148468776,0.092800792,0.162004551,0.100699574,0.157851958,0.093981102,0.089011328,0.25600998,0.240886662,0.186592977,0.26127409,0.201160802,0.253583598,0.189413072,0.179178185,0.123658865,0.111723979,0.026140772,0.124658586,0.028945576,0.123198065,0.026276084,0.024983048,0.27032534,0.255015435,0.210460982,0.276103443,0.226428015,0.267662044,0.21379967,0.202170011,0.139174407,0.128512792,0.061600212,0.141222934,0.067314521,0.138230181,0.062223466,0.059011439,0.485987541,0.454572878,0.30418127,0.495078737,0.329414349,0.481797144,0.308273641,0.291862583
0.385438256,0.148377406,0.1447439,0.159577303,0.155189258,0.378740384,0.363766729,0.348035092,0.090645829,-0.201247165,-0.190007762,-0.214651977,-0.206076069,0.078416698,0.075231933,0.090946648,0.203240619,-0.060844132,-0.058630009,-0.065231891,-0.063131398,0.196070533,0.188289939,0.186624692,0.134746612,0.039959349,0.038926267,0.042960146,0.041755725,0.132196153,0.126968067,0.121849118,7.51E-02,-4.39E-05,-4.25E-05,-4.71E-05,-4.57E-05,7.32E-02,0.07030244,0.068375088,-0.074965655,0.10627645,0.109233298,0.115871549,0.115040268,-0.075645192,-0.072670255,-0.06599836,0.042673818,-0.003735311,-0.003613798,-0.004008761,-0.003885803,0.041470832,0.039827605,0.038926729,0.101167952,0.119120206,0.117243647,0.128406114,0.125315963,0.100222901,0.096266998,0.090656374,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.132721135,0.114256428,0.112136741,0.123072708,0.119975772,0.131179922,0.125999741,0.119188478,-0.119464017,0.670261115,0.674069406,0.726576088,0.715162703,-0.11975082,-0.115035169,-0.10585365,0.202508131,-0.195958269,-0.186852545,-0.209530962,-0.201944833,0.189285805,0.181725328,0.191142012,-0.03354874,-0.109471409,-0.100581246,-0.115977566,-0.110158127,-0.040518802,-0.0389768,-0.023843789,-0.057469027,0.645003171,0.646756595,0.698655146,0.686877082,-0.05753777,-0.05527146,-0.050980772,0.000252201,-4.69E-05,-4.53E-05,-5.03E-05,-4.87E-05,0.000244305,0.000234619,0.000230726,0.211348187,0.312772163,0.308487215,0.337335783,0.329489099,0.209695143,0.201420784,0.189114332,0.09915505,0.149372309,0.147349421,0.16110994,0.157372328,0.0983906,0.094508293,0.088714461,0.199626154,0.241656544,0.23791021,0.26051181,0.254268086,0.197799668,0.18999261,0.178851841,0.027817388,0.113619512,0.112908036,0.122781772,0.120282746,0.027729751,0.026636584,0.024780047,0.225252006,0.255611477,0.251499347,0.275513286,0.26884686,0.223089643,0.214283603,0.201897504,0.065726035,0.129734341,0.128276456,0.140013447,0.136891571,0.065322373,0.062745686,0.058717373,0.325137643,0.456924815,0.450454841,0.492750025,0.481199523,0.322487144,0.309761282,0.291024878
0.156831557,0.367963859,0.148575436,0.397260254,0.388614238,0.15600472,0.367963859,0.142348339,-0.216811252,0.094078432,-0.219155836,0.105011913,0.107861202,-0.221144327,0.094078432,-0.206784468,-0.064781028,0.196602055,-0.06294938,0.21343088,0.210539269,-0.065067831,0.196602055,-0.059945467,0.042271542,0.128785586,0.040165141,0.139106706,0.136179868,0.042096009,0.128785586,0.038454202,-4.65E-05,7.22E-02,-4.47E-05,7.81E-02,0.076717564,-4.65E-05,0.072168495,-4.27E-05,0.108722374,-0.070163712,0.090879619,-0.075109351,-0.072519304,0.103325396,-0.070163712,0.089877225,-0.003967644,0.041065796,-0.003824264,0.044484482,0.043738708,-0.003972792,0.041065796,-0.003648815,0.125231822,0.096005836,0.11637098,0.103386849,0.100744906,0.123668767,0.096005836,0.11201891,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.1203261,0.126162387,0.11251317,0.135959858,0.132632055,0.119103213,0.126162387,0.108139921,0.695321789,-0.112375292,0.614634869,-0.120558736,-0.116796124,0.674109807,-0.112375292,0.599082919,-0.209919805,0.200196298,-0.208258167,0.219271386,0.219175736,-0.212550233,0.200196298,-0.19735531,-0.119740256,-0.026680794,-0.126973028,-0.026364034,-0.022149976,-0.124496763,-0.026680794,-0.118516625,0.670360414,-0.054107951,0.596815447,-0.05807093,-0.056292624,0.65159969,-0.054107951,0.58066073,-4.99E-05,0.000243253,-4.82E-05,0.000263756,0.000259709,-5.00E-05,0.000243253,-4.60E-05,0.328402328,0.200336685,0.303758299,0.215634303,0.209967841,0.32374312,0.200336685,0.292730633,0.156821635,0.093981102,0.145001829,0.101153848,0.098490319,0.154576203,0.093981102,0.139749901,0.254015701,0.189413072,0.235909873,0.203962863,0.198732185,0.250792393,0.189413072,0.227118616,0.118748738,0.026276084,0.107982992,0.028240221,0.02743486,0.116325819,0.026276084,0.104502649,0.268781372,0.21379967,0.249950688,0.230255696,0.224400036,0.265501096,0.21379967,0.240558805,0.136010144,0.062223466,0.125102581,0.066938885,0.065126102,0.133801459,0.062223466,0.12072713,0.479895159,0.308273641,0.44434395,0.331848252,0.323180225,0.473270206,0.308273641,0.428103066
0.153963522,0.369539308,0.146772103,0.155757372,0.151767686,0.367868272,0.369539308,0.348035092,-0.194992925,0.101152721,-0.205437143,-0.185592185,-0.180046763,0.029597326,0.101152721,0.090946648,-0.061547832,0.19972212,-0.060916445,-0.060925603,-0.059274188,0.174539092,0.19972212,0.186624692,0.041344203,0.129467817,0.039582058,0.041725025,0.040649408,0.127488107,0.129467817,0.121849118,-4.49E-05,0.072868944,-4.37E-05,-4.49E-05,-4.37E-05,6.84E-02,7.29E-02,6.84E-02,0.122460728,-0.069222847,0.099517874,0.134169639,0.131430151,-0.082138062,-0.069222847,-0.06599836,-0.003810103,0.041530568,-0.003725207,-0.003798933,-0.003697857,0.038263461,0.041530568,0.038926729,0.125885043,0.095907805,0.116781705,0.129276139,0.126095257,0.100899408,0.095907805,0.090656374,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.12004433,0.126223438,0.112336002,0.122697419,0.11963962,0.13075861,0.126223438,0.119188478,0.739810566,-0.111376871,0.642608044,0.785830614,0.7682379,-0.126640882,-0.111376871,-0.10585365,-0.193896966,0.207129626,-0.1981835,-0.188190171,-0.182829556,0.141439192,0.207129626,0.191142012,-0.099985108,-0.022065322,-0.114551598,-0.089665719,-0.086590198,-0.072369985,-0.022065322,-0.023843789,0.707743066,-0.053671213,0.620320509,0.748445034,0.731474657,-0.060551686,-0.053671213,-0.050980772,-4.76E-05,0.000246495,-4.69E-05,-4.73E-05,-4.61E-05,0.000221938,0.000246495,0.000230726,0.331942082,0.199929754,0.305983988,0.342050376,0.333712033,0.212503358,0.199929754,0.189114332,0.158578888,0.093783213,0.146106735,0.163450423,0.159468734,0.09975622,0.093783213,0.088714461,0.255513022,0.189195535,0.236851342,0.262506089,0.256054392,0.199300884,0.189195535,0.178851841,0.122435301,0.026140765,0.11030099,0.127691899,0.124680823,0.028663579,0.026140765,0.024780047,0.269940596,0.213618018,0.250679573,0.277057255,0.270229816,0.22434321,0.213618018,0.201897504,0.138385898,0.062027444,0.126596382,0.14317771,0.139725849,0.066675114,0.062027444,0.058717373,0.484469369,0.307715235,0.447220072,0.498842408,0.486656565,0.326340681,0.307715235,0.291024878
0.156831557,0.147823869,0.144190364,0.161937128,0.380764018,0.376031142,0.36219128,0.348035092,-0.216811252,-0.197036186,-0.185796783,-0.232604146,0.07261112,0.066251306,0.068157645,0.090946648,-0.064781028,-0.060220119,-0.058005996,-0.067892172,0.194992468,0.190705072,0.185169874,0.186624692,0.042271542,0.039780371,0.038747289,0.043723163,0.132780419,0.131022946,0.126285836,0.121849118,-4.65E-05,-4.35E-05,-4.22E-05,-4.85E-05,0.073227335,7.20E-02,6.96E-02,6.84E-02,0.108722374,0.108927979,0.111884827,0.104567599,-0.077207489,-0.077263162,-0.07361112,-0.06599836,-0.003967644,-0.003704906,-0.003583393,-0.004138386,0.041422823,0.040671581,0.039362833,0.038926729,0.125231822,0.119246279,0.11736972,0.127868642,0.101233378,0.100391481,0.096365029,0.090656374,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.1203261,0.114202046,0.112082359,0.123304549,0.132327846,0.131074934,0.12593869,0.119188478,0.695321789,0.678847534,0.682655825,0.689970621,-0.1217711,-0.121467768,-0.11603359,-0.10585365,-0.209919805,-0.192865831,-0.183760106,-0.22271459,0.184628035,0.177362816,0.174792,0.191142012,-0.119740256,-0.105658628,-0.096768465,-0.132232147,-0.045148159,-0.048455859,-0.043592273,-0.023843789,0.670360414,0.652218094,0.653971518,0.667896615,-0.058468825,-0.058288814,-0.055708199,-0.050980772,-4.99E-05,-4.65E-05,-4.49E-05,-5.21E-05,0.000243558,0.000238732,0.000231378,0.000230726,0.328402328,0.313455343,0.309170394,0.334423265,0.211995516,0.210394927,0.201827715,0.189114332,0.156821635,0.149711462,0.147688575,0.159664068,0.099476367,0.098730902,0.094706182,0.088714461,0.254015701,0.24194553,0.238199196,0.259279811,0.19981614,0.198173759,0.190210147,0.178851841,0.118748738,0.114331026,0.11361955,0.119748459,0.028109132,0.027962453,0.026771902,0.024780047,0.268781372,0.255835209,0.25172308,0.274559474,0.225305176,0.223402022,0.214465254,0.201897504,0.136010144,0.130192866,0.128734981,0.138058672,0.06610285,0.065659465,0.062941708,0.058717373,0.479895159,0.457807646,0.451337672,0.488986355,0.325962676,0.323447414,0.310319688,0.291024878
0.382729014,0.367963859,0.364330353,0.161937128,0.379188569,0.15600472,0.149852073,0.139991471,0.078480437,0.094078432,0.105317835,-0.232604146,0.065536832,-0.221144327,-0.212465567,-0.188854797,0.197875158,0.196602055,0.198816178,-0.067892172,0.191872403,-0.065067831,-0.062506555,-0.05728852,0.133573406,0.128785586,0.127752504,0.043723163,0.132098188,0.042096009,0.040436162,0.037692141,7.39E-02,0.072168495,0.072169852,-4.85E-05,0.072526886,-4.65E-05,-4.47E-05,-4.13E-05,-0.076583626,-0.070163712,-0.067206864,0.104567599,-0.078148354,0.103325396,0.099212554,0.101167008,0.041874567,0.041065796,0.041187309,-0.004138386,0.040958051,-0.003972792,-0.003816314,-0.003519353,0.101336532,0.096005836,0.094129278,0.127868642,0.101331409,0.123668767,0.118784337,0.112555709,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.132616148,0.126162387,0.1240427,0.123304549,0.132266795,0.119103213,0.114401307,0.107908371,-0.121180964,-0.112375292,-0.108567001,0.689970621,-0.122769521,0.674109807,0.647386172,0.635642513,0.190585143,0.200196298,0.209302023,-0.22271459,0.177694707,-0.212550233,-0.204196786,-0.184188203,-0.041485797,-0.026680794,-0.017790631,-0.132232147,-0.049763631,-0.124496763,-0.11962898,-0.102282414,-0.05822007,-0.054107951,-0.052354527,0.667896615,-0.058905564,0.65159969,0.625782008,0.611380715,0.000246627,0.000243253,0.000244864,-5.21E-05,0.000240317,-5.00E-05,-4.80E-05,-4.42E-05,0.212047972,0.200336685,0.196051736,0.334423265,0.212402447,0.32374312,0.310952116,0.295639501,0.099495351,0.093981102,0.091958214,0.159664068,0.099674255,0.154576203,0.148468776,0.141193962,0.200000245,0.189413072,0.185666738,0.259279811,0.200033677,0.250792393,0.240886662,0.228349071,0.02805009,0.026276084,0.025564608,0.119748459,0.02824445,0.116325819,0.111723979,0.107532161,0.225564384,0.21379967,0.20968754,0.274559474,0.225486827,0.265501096,0.255015435,0.241511422,0.066063127,0.062223466,0.060765581,0.138058672,0.066298872,0.133801459,0.128512792,0.122679455,0.326097913,0.308273641,0.301803667,0.488986355,0.326521082,0.473270206,0.454572878,0.43186202
0.393601125,0.145795666,0.14216216,0.165757059,0.390502337,0.386903253,0.145795666,0.348035092,0.127299809,-0.181606805,-0.170367402,-0.261663937,0.116339388,0.115070678,-0.181606805,0.090946648,0.219406599,-0.057933683,-0.05571956,-0.07219846,0.214278514,0.212236513,-0.057933683,0.186624692,0.138281451,0.03912458,0.038091498,0.044958284,0.136997488,0.135730991,0.03912458,0.121849118,7.88E-02,-4.24E-05,-4.10E-05,-5.07E-05,0.077557018,0.076830682,-4.24E-05,6.84E-02,-0.070090755,0.118643403,0.121600251,0.086269509,-0.071391724,-0.070770292,0.118643403,-0.06599836,0.045081938,-0.003593497,-0.003471984,-0.004348214,0.044295714,0.043878952,-0.003593497,0.038926729,0.100660026,0.119708221,0.117831662,0.126998618,0.100627421,0.099714975,0.119708221,0.090656374,0.008191144,0.007782119,0.007644501,0.008384516,0.00817639,0.008102013,0.007782119,0.007350836,0.13303746,0.114002785,0.111883098,0.123679838,0.132705222,0.131496247,0.114002785,0.119188478,-0.114290903,0.710308897,0.714117188,0.630716095,-0.115599566,-0.114577707,0.710308897,-0.10585365,0.238431756,-0.181534876,-0.172429151,-0.244055381,0.227484988,0.22520943,-0.181534876,0.191142012,-0.009634613,-0.091688276,-0.082798113,-0.158543994,-0.01661856,-0.016604675,-0.091688276,-0.023843789,-0.055206155,0.678654181,0.680407604,0.618106726,-0.055769214,-0.055274898,0.678654181,-0.050980772,0.000268994,-4.49E-05,-4.33E-05,-5.51E-05,0.000263593,0.000261099,-4.49E-05,0.000230726,0.209239756,0.31595857,0.311673621,0.329708672,0.209480153,0.207586712,0.31595857,0.189114332,0.098129731,0.150954148,0.148931261,0.157323585,0.09825316,0.097365282,0.150954148,0.088714461,0.198499029,0.243004398,0.239258064,0.257285532,0.198471477,0.196672543,0.243004398,0.178851841,0.027116262,0.116938072,0.116226596,0.114838332,0.027272688,0.027028625,0.116938072,0.024780047,0.224310817,0.256654984,0.252542854,0.273015506,0.224182337,0.222148455,0.256654984,0.201897504,0.064710387,0.131872941,0.130415056,0.13489441,0.06489118,0.064306725,0.131872941,0.058717373,0.322244375,0.461042414,0.45457244,0.482893972,0.322511003,0.319593876,0.461042414,0.291024878
